MEP	ECMp	Ligand	Spot Cell Count	2N DNA Proportion	EdU+ Proportion
VTN_KITLG|1	VTN	KITLG|1	8.376	1.1179	-2.4917
ALCAM|1_KNG1|HMW	ALCAM|1	KNG1|HMW	7.453	2.5542	-3.8965
BCAN|1_KNG1|HMW	BCAN|1	KNG1|HMW	7.215	2.6245	-4.1001
BGN_KNG1|HMW	BGN	KNG1|HMW	7.363	2.6807	-4.3209
CD44|1_KNG1|HMW	CD44|1	KNG1|HMW	6.989	2.7169	-3.9323
CDH15_KNG1|HMW	CDH15	KNG1|HMW	7.02	2.4529	-4.2046
CDH1|1_KNG1|HMW	CDH1|1	KNG1|HMW	6.606	2.2393	-4.1697
CDH20_KNG1|HMW	CDH20	KNG1|HMW	6.993	1.9491	-3.7462
CDH3|1_KNG1|HMW	CDH3|1	KNG1|HMW	7.015	2.1505	-3.5994
CDH6|1_KNG1|HMW	CDH6|1	KNG1|HMW	6.825	2.2076	-4.1248
CDH8_KNG1|HMW	CDH8	KNG1|HMW	7.618	2.3202	-3.5865
CEACAM6_KNG1|HMW	CEACAM6	KNG1|HMW	7.407	2.384	-4.3694
COL1_KNG1|HMW	COL1	KNG1|HMW	7.307	2.2931	-3.4326
COL23A1|1_KNG1|HMW	COL23A1|1	KNG1|HMW	6.548	1.9878	-3.5926
COL2A1|2_KNG1|HMW	COL2A1|2	KNG1|HMW	6.864	2.1683	-3.701
COL3A1|1_KNG1|HMW	COL3A1|1	KNG1|HMW	7.351	2.4464	-4.5065
COL4_KNG1|HMW	COL4	KNG1|HMW	7.142	2.4909	-3.7165
COL5A1_KNG1|HMW	COL5A1	KNG1|HMW	6.637	2.3146	-4.1262
DCN|A_KNG1|HMW	DCN|A	KNG1|HMW	7.252	2.0383	-3.6374
DSG2_KNG1|HMW	DSG2	KNG1|HMW	7.832	2.5149	-3.3656
ECM1|1_KNG1|HMW	ECM1|1	KNG1|HMW	7.321	1.8576	-4.0176
ELN|3_KNG1|HMW	ELN|3	KNG1|HMW	7.44	1.9131	-3.8674
FBN1_KNG1|HMW	FBN1	KNG1|HMW	6.898	2.1061	-3.9071
FN1|1_KNG1|HMW	FN1|1	KNG1|HMW	8.09	2.3694	-3.3314
GAP43|1_KNG1|HMW	GAP43|1	KNG1|HMW	7.311	2.2642	-3.4466
HA<500kDa_KNG1|HMW	HA<500kDa	KNG1|HMW	7.488	2.1741	-3.7253
HA>500kDa_KNG1|HMW	HA>500kDa	KNG1|HMW	7.19	2.184	-4.0349
ICAM1_KNG1|HMW	ICAM1	KNG1|HMW	7.454	2.3731	-3.7646
ITGA10B1_KNG1|HMW	ITGA10B1	KNG1|HMW	7.228	2.7261	-3.983
ITGA2B1_KNG1|HMW	ITGA2B1	KNG1|HMW	7.551	2.3424	-4.0423
ITGA3B1_KNG1|HMW	ITGA3B1	KNG1|HMW	7.272	2.0589	-3.9603
ITGA4B1_KNG1|HMW	ITGA4B1	KNG1|HMW	7.465	2.4149	-3.6891
ITGA6B4_KNG1|HMW	ITGA6B4	KNG1|HMW	6.736	2.3939	-4.0124
ITGA9B1_KNG1|HMW	ITGA9B1	KNG1|HMW	7.327	2.5858	-3.7622
ITGAMB2_KNG1|HMW	ITGAMB2	KNG1|HMW	6.735	2.2198	-3.9169
ITGAVB6_KNG1|HMW	ITGAVB6	KNG1|HMW	7.159	2.283	-3.8824
LAMB1_KNG1|HMW	LAMB1	KNG1|HMW	7.379	2.6311	-3.8837
LUM_KNG1|HMW	LUM	KNG1|HMW	6.855	2.5016	-3.8145
Laminin3B32_KNG1|HMW	Laminin3B32	KNG1|HMW	7.372	2.2644	-4.2442
NID1|1_KNG1|HMW	NID1|1	KNG1|HMW	9.23	1.944	-2.6973
OMD_KNG1|HMW	OMD	KNG1|HMW	7.307	2.9269	-4.2679
PECAM1|Long_KNG1|HMW	PECAM1|Long	KNG1|HMW	7.148	2.2878	-3.8596
POSTN|1_KNG1|HMW	POSTN|1	KNG1|HMW	7.118	2.5047	-4.1261
SPARC_KNG1|HMW	SPARC	KNG1|HMW	7.238	2.0918	-3.5411
SPP1|A_KNG1|HMW	SPP1|A	KNG1|HMW	7.37	2.5966	-4.2317
THBS1|1_KNG1|HMW	THBS1|1	KNG1|HMW	8.005	2.5051	-3.7778
TNC|1_KNG1|HMW	TNC|1	KNG1|HMW	7.775	2.7239	-3.652
VCAM1|1_KNG1|HMW	VCAM1|1	KNG1|HMW	7.273	2.4189	-3.8663
VTN_KNG1|HMW	VTN	KNG1|HMW	7.546	2.4911	-3.9497
ALCAM|1_LEP	ALCAM|1	LEP	8.772	1.7034	-2.7966
BCAN|1_LEP	BCAN|1	LEP	8.726	1.575	-2.5944
BGN_LEP	BGN	LEP	8.642	1.6562	-2.6461
CD44|1_LEP	CD44|1	LEP	8.615	1.586	-2.4383
CDH15_LEP	CDH15	LEP	8.785	1.7012	-2.7097
CDH1|1_LEP	CDH1|1	LEP	8.72	1.7204	-2.3887
CDH20_LEP	CDH20	LEP	8.892	1.6649	-2.3893
CDH3|1_LEP	CDH3|1	LEP	8.674	1.6837	-2.4571
CDH6|1_LEP	CDH6|1	LEP	8.783	1.6253	-2.6174
CDH8_LEP	CDH8	LEP	8.819	1.6985	-2.7033
CEACAM6_LEP	CEACAM6	LEP	8.723	1.3828	-2.56
COL1_LEP	COL1	LEP	8.852	1.5851	-2.6556
COL23A1|1_LEP	COL23A1|1	LEP	8.939	1.5497	-2.6772
COL2A1|2_LEP	COL2A1|2	LEP	8.885	1.498	-2.4666
COL3A1|1_LEP	COL3A1|1	LEP	8.779	1.5124	-2.6583
COL4_LEP	COL4	LEP	9.075	1.9527	-2.4931
COL5A1_LEP	COL5A1	LEP	8.854	1.6812	-2.5356
DCN|A_LEP	DCN|A	LEP	8.7	1.7429	-2.656
DSG2_LEP	DSG2	LEP	8.836	1.626	-2.4689
ECM1|1_LEP	ECM1|1	LEP	8.821	1.5745	-2.6225
ELN|3_LEP	ELN|3	LEP	8.154	1.6196	-2.3133
FBN1_LEP	FBN1	LEP	8.948	1.8024	-2.6851
FN1|1_LEP	FN1|1	LEP	8.753	1.7587	-2.3508
GAP43|1_LEP	GAP43|1	LEP	8.843	1.7859	-2.5151
HA<500kDa_LEP	HA<500kDa	LEP	8.68	1.7883	-2.4678
HA>500kDa_LEP	HA>500kDa	LEP	8.825	1.8357	-2.3674
ICAM1_LEP	ICAM1	LEP	8.759	1.6936	-2.7119
ITGA10B1_LEP	ITGA10B1	LEP	8.721	1.7753	-2.5203
ITGA2B1_LEP	ITGA2B1	LEP	8.656	1.7407	-2.5377
ITGA3B1_LEP	ITGA3B1	LEP	8.784	1.516	-2.4701
ITGA4B1_LEP	ITGA4B1	LEP	8.869	1.6215	-2.5596
ITGA6B4_LEP	ITGA6B4	LEP	8.854	1.6537	-2.4251
ITGA9B1_LEP	ITGA9B1	LEP	8.805	1.7718	-2.5689
ITGAMB2_LEP	ITGAMB2	LEP	8.71	1.8413	-2.528
ITGAVB6_LEP	ITGAVB6	LEP	8.766	1.8821	-2.706
LAMB1_LEP	LAMB1	LEP	8.523	1.8864	-2.5263
LUM_LEP	LUM	LEP	9.026	1.7085	-2.6532
Laminin3B32_LEP	Laminin3B32	LEP	8.699	1.7474	-2.5473
NID1|1_LEP	NID1|1	LEP	7.89	1.3075	-1.3872
OMD_LEP	OMD	LEP	8.985	1.8746	-2.7406
PECAM1|Long_LEP	PECAM1|Long	LEP	8.621	1.777	-2.6638
POSTN|1_LEP	POSTN|1	LEP	8.802	1.7847	-2.6995
SPARC_LEP	SPARC	LEP	8.834	1.656	-2.6148
SPP1|A_LEP	SPP1|A	LEP	8.773	1.702	-2.4805
THBS1|1_LEP	THBS1|1	LEP	8.916	2.1011	-2.7845
TNC|1_LEP	TNC|1	LEP	8.831	1.9564	-2.6815
VCAM1|1_LEP	VCAM1|1	LEP	8.747	1.6365	-2.5543
VTN_LEP	VTN	LEP	8.688	1.8161	-2.7386
ALCAM|1_LYVE1	ALCAM|1	LYVE1	8.881	1.6706	-2.6199
BCAN|1_LYVE1	BCAN|1	LYVE1	8.829	1.6437	-2.6434
BGN_LYVE1	BGN	LYVE1	8.823	1.6471	-2.5487
CD44|1_LYVE1	CD44|1	LYVE1	8.848	1.7433	-2.5847
CDH15_LYVE1	CDH15	LYVE1	8.826	1.6761	-2.4175
CDH1|1_LYVE1	CDH1|1	LYVE1	8.95	1.5452	-2.5491
CDH20_LYVE1	CDH20	LYVE1	8.996	1.6313	-2.5433
CDH3|1_LYVE1	CDH3|1	LYVE1	8.777	1.633	-2.6281
CDH6|1_LYVE1	CDH6|1	LYVE1	8.916	1.5723	-2.615
CDH8_LYVE1	CDH8	LYVE1	8.942	1.5283	-2.4683
CEACAM6_LYVE1	CEACAM6	LYVE1	8.849	1.7431	-2.5234
COL1_LYVE1	COL1	LYVE1	9.016	1.7405	-2.5292
COL23A1|1_LYVE1	COL23A1|1	LYVE1	9.087	1.6084	-2.5761
COL2A1|2_LYVE1	COL2A1|2	LYVE1	8.898	1.6058	-2.6622
COL3A1|1_LYVE1	COL3A1|1	LYVE1	8.827	1.6478	-2.6306
COL4_LYVE1	COL4	LYVE1	9.199	1.8631	-2.5164
COL5A1_LYVE1	COL5A1	LYVE1	8.919	1.6563	-2.5986
DCN|A_LYVE1	DCN|A	LYVE1	8.873	1.7026	-2.7587
DSG2_LYVE1	DSG2	LYVE1	8.999	1.8107	-2.6722
ECM1|1_LYVE1	ECM1|1	LYVE1	9.101	1.7606	-2.7041
ELN|3_LYVE1	ELN|3	LYVE1	7.977	1.7049	-1.8808
FBN1_LYVE1	FBN1	LYVE1	8.953	1.775	-2.7279
FN1|1_LYVE1	FN1|1	LYVE1	9.077	1.8138	-2.4993
GAP43|1_LYVE1	GAP43|1	LYVE1	8.883	1.6849	-2.7338
HA<500kDa_LYVE1	HA<500kDa	LYVE1	8.746	1.549	-2.4373
HA>500kDa_LYVE1	HA>500kDa	LYVE1	8.885	1.5572	-2.6641
ICAM1_LYVE1	ICAM1	LYVE1	8.71	1.8185	-2.545
ITGA10B1_LYVE1	ITGA10B1	LYVE1	8.934	1.615	-2.806
ITGA2B1_LYVE1	ITGA2B1	LYVE1	8.764	1.6119	-2.461
ITGA3B1_LYVE1	ITGA3B1	LYVE1	8.794	1.5755	-2.657
ITGA4B1_LYVE1	ITGA4B1	LYVE1	8.95	1.6048	-2.6674
ITGA6B4_LYVE1	ITGA6B4	LYVE1	8.927	1.6847	-2.7131
ITGA9B1_LYVE1	ITGA9B1	LYVE1	8.814	1.7955	-2.389
ITGAMB2_LYVE1	ITGAMB2	LYVE1	8.786	1.6225	-2.5559
ITGAVB6_LYVE1	ITGAVB6	LYVE1	8.816	1.5972	-2.599
LAMB1_LYVE1	LAMB1	LYVE1	8.905	1.8412	-2.5846
LUM_LYVE1	LUM	LYVE1	9.021	1.5576	-2.5561
Laminin3B32_LYVE1	Laminin3B32	LYVE1	8.837	1.7289	-2.5501
NID1|1_LYVE1	NID1|1	LYVE1	7.873	1.5502	-1.7641
OMD_LYVE1	OMD	LYVE1	8.945	1.7045	-2.708
PECAM1|Long_LYVE1	PECAM1|Long	LYVE1	8.595	1.7524	-2.4568
POSTN|1_LYVE1	POSTN|1	LYVE1	8.758	1.6197	-2.688
SPARC_LYVE1	SPARC	LYVE1	8.664	1.6727	-2.6634
SPP1|A_LYVE1	SPP1|A	LYVE1	8.785	1.5433	-2.5127
THBS1|1_LYVE1	THBS1|1	LYVE1	8.933	2.0964	-2.8879
TNC|1_LYVE1	TNC|1	LYVE1	8.961	1.6712	-2.6086
VCAM1|1_LYVE1	VCAM1|1	LYVE1	8.877	1.7303	-2.7048
VTN_LYVE1	VTN	LYVE1	8.782	1.7061	-2.7354
ALCAM|1_NRG1|1	ALCAM|1	NRG1|1	8.979	1.4571	-2.63
BCAN|1_NRG1|1	BCAN|1	NRG1|1	8.838	1.458	-2.7291
BGN_NRG1|1	BGN	NRG1|1	8.983	1.4335	-2.7622
CD44|1_NRG1|1	CD44|1	NRG1|1	9.03	1.5801	-2.6009
CDH15_NRG1|1	CDH15	NRG1|1	9.076	1.5153	-2.7917
CDH1|1_NRG1|1	CDH1|1	NRG1|1	9.039	1.295	-2.5099
CDH20_NRG1|1	CDH20	NRG1|1	9.05	1.386	-2.6251
CDH3|1_NRG1|1	CDH3|1	NRG1|1	8.938	1.611	-2.6089
CDH6|1_NRG1|1	CDH6|1	NRG1|1	8.981	1.4214	-2.7573
CDH8_NRG1|1	CDH8	NRG1|1	9.076	1.4594	-2.5449
CEACAM6_NRG1|1	CEACAM6	NRG1|1	9.002	1.4251	-2.6839
COL1_NRG1|1	COL1	NRG1|1	9.171	1.3351	-2.7238
COL23A1|1_NRG1|1	COL23A1|1	NRG1|1	9.145	1.3292	-2.6711
COL2A1|2_NRG1|1	COL2A1|2	NRG1|1	8.948	1.2764	-2.5965
COL3A1|1_NRG1|1	COL3A1|1	NRG1|1	9.107	1.3813	-2.6267
COL4_NRG1|1	COL4	NRG1|1	9.154	1.6473	-2.5928
COL5A1_NRG1|1	COL5A1	NRG1|1	9.165	1.4339	-2.575
DCN|A_NRG1|1	DCN|A	NRG1|1	8.911	1.4777	-2.8182
DSG2_NRG1|1	DSG2	NRG1|1	9.168	1.512	-2.699
ECM1|1_NRG1|1	ECM1|1	NRG1|1	9.192	1.4667	-2.5968
ELN|3_NRG1|1	ELN|3	NRG1|1	7.989	1.1607	-1.9431
FBN1_NRG1|1	FBN1	NRG1|1	9.159	1.5298	-2.7004
FN1|1_NRG1|1	FN1|1	NRG1|1	9.227	1.9063	-2.7788
GAP43|1_NRG1|1	GAP43|1	NRG1|1	8.836	1.513	-2.7293
HA<500kDa_NRG1|1	HA<500kDa	NRG1|1	9.082	1.4625	-2.633
HA>500kDa_NRG1|1	HA>500kDa	NRG1|1	9.026	1.4331	-2.7685
ICAM1_NRG1|1	ICAM1	NRG1|1	8.935	1.445	-2.6903
ITGA10B1_NRG1|1	ITGA10B1	NRG1|1	8.952	1.4318	-2.6289
ITGA2B1_NRG1|1	ITGA2B1	NRG1|1	9.037	1.4605	-2.6687
ITGA3B1_NRG1|1	ITGA3B1	NRG1|1	8.99	1.3328	-2.7507
ITGA4B1_NRG1|1	ITGA4B1	NRG1|1	9.009	1.4831	-2.7552
ITGA6B4_NRG1|1	ITGA6B4	NRG1|1	8.895	1.6489	-2.7953
ITGA9B1_NRG1|1	ITGA9B1	NRG1|1	9.048	1.4393	-2.8331
ITGAMB2_NRG1|1	ITGAMB2	NRG1|1	8.977	1.5111	-2.6797
ITGAVB6_NRG1|1	ITGAVB6	NRG1|1	8.944	1.4574	-2.6772
LAMB1_NRG1|1	LAMB1	NRG1|1	8.968	1.554	-2.8799
LUM_NRG1|1	LUM	NRG1|1	9.163	1.4756	-2.7423
Laminin3B32_NRG1|1	Laminin3B32	NRG1|1	8.989	1.4637	-2.5371
NID1|1_NRG1|1	NID1|1	NRG1|1	8.473	1.6153	-1.7228
OMD_NRG1|1	OMD	NRG1|1	9.121	1.6058	-2.9201
PECAM1|Long_NRG1|1	PECAM1|Long	NRG1|1	8.992	1.4715	-2.7045
POSTN|1_NRG1|1	POSTN|1	NRG1|1	8.986	1.411	-2.7306
SPARC_NRG1|1	SPARC	NRG1|1	8.867	1.2078	-2.7256
SPP1|A_NRG1|1	SPP1|A	NRG1|1	9.086	1.5235	-2.7357
THBS1|1_NRG1|1	THBS1|1	NRG1|1	9.075	1.8222	-2.7391
TNC|1_NRG1|1	TNC|1	NRG1|1	8.989	1.8573	-2.8149
VCAM1|1_NRG1|1	VCAM1|1	NRG1|1	8.932	1.4606	-2.513
VTN_NRG1|1	VTN	NRG1|1	8.962	1.5285	-2.8157
ALCAM|1_NRG1|10	ALCAM|1	NRG1|10	8.325	1.1356	-2.2344
BCAN|1_NRG1|10	BCAN|1	NRG1|10	8.333	1.3765	-2.416
BGN_NRG1|10	BGN	NRG1|10	8.423	1.6272	-2.5621
CD44|1_NRG1|10	CD44|1	NRG1|10	8.215	1.2638	-2.1295
CDH15_NRG1|10	CDH15	NRG1|10	8.355	1.3472	-2.4125
CDH1|1_NRG1|10	CDH1|1	NRG1|10	8.302	1.2771	-2.5182
CDH20_NRG1|10	CDH20	NRG1|10	8.329	1.3536	-2.1086
CDH3|1_NRG1|10	CDH3|1	NRG1|10	8.362	1.6624	-2.4757
CDH6|1_NRG1|10	CDH6|1	NRG1|10	8.427	1.2623	-2.2636
CDH8_NRG1|10	CDH8	NRG1|10	8.44	1.5291	-2.5273
CEACAM6_NRG1|10	CEACAM6	NRG1|10	8.349	1.4154	-2.3464
COL1_NRG1|10	COL1	NRG1|10	8.554	1.3346	-2.3245
COL23A1|1_NRG1|10	COL23A1|1	NRG1|10	8.403	1.3188	-2.1893
COL2A1|2_NRG1|10	COL2A1|2	NRG1|10	8.379	1.2472	-2.4428
COL3A1|1_NRG1|10	COL3A1|1	NRG1|10	8.633	1.1904	-2.3404
COL4_NRG1|10	COL4	NRG1|10	8.516	1.5303	-2.2277
COL5A1_NRG1|10	COL5A1	NRG1|10	8.313	1.1709	-2.2816
DCN|A_NRG1|10	DCN|A	NRG1|10	8.45	1.2754	-2.2579
DSG2_NRG1|10	DSG2	NRG1|10	8.458	1.3648	-2.3176
ECM1|1_NRG1|10	ECM1|1	NRG1|10	8.465	1.4207	-2.5279
ELN|3_NRG1|10	ELN|3	NRG1|10	7.835	1.1801	-2.0365
FBN1_NRG1|10	FBN1	NRG1|10	8.439	1.2934	-2.4697
FN1|1_NRG1|10	FN1|1	NRG1|10	8.434	1.339	-2.2401
GAP43|1_NRG1|10	GAP43|1	NRG1|10	8.366	1.3116	-2.3907
HA<500kDa_NRG1|10	HA<500kDa	NRG1|10	8.245	1.2787	-2.4104
HA>500kDa_NRG1|10	HA>500kDa	NRG1|10	8.438	1.4108	-2.488
ICAM1_NRG1|10	ICAM1	NRG1|10	8.36	1.2391	-2.365
ITGA10B1_NRG1|10	ITGA10B1	NRG1|10	8.278	1.2966	-2.4439
ITGA2B1_NRG1|10	ITGA2B1	NRG1|10	8.353	1.1513	-2.4287
ITGA3B1_NRG1|10	ITGA3B1	NRG1|10	8.343	1.2981	-2.3394
ITGA4B1_NRG1|10	ITGA4B1	NRG1|10	8.369	1.3885	-2.3104
ITGA6B4_NRG1|10	ITGA6B4	NRG1|10	8.35	1.5243	-2.524
ITGA9B1_NRG1|10	ITGA9B1	NRG1|10	8.267	1.4051	-2.5421
ITGAMB2_NRG1|10	ITGAMB2	NRG1|10	8.432	1.1073	-2.2022
ITGAVB6_NRG1|10	ITGAVB6	NRG1|10	8.382	1.3437	-2.561
LAMB1_NRG1|10	LAMB1	NRG1|10	8.368	1.4611	-2.437
LUM_NRG1|10	LUM	NRG1|10	8.457	1.2138	-2.6096
Laminin3B32_NRG1|10	Laminin3B32	NRG1|10	8.287	1.4294	-2.5755
NID1|1_NRG1|10	NID1|1	NRG1|10	7.722	1.2765	-1.5981
OMD_NRG1|10	OMD	NRG1|10	8.606	1.5577	-2.5204
PECAM1|Long_NRG1|10	PECAM1|Long	NRG1|10	8.339	1.3775	-2.1797
POSTN|1_NRG1|10	POSTN|1	NRG1|10	8.26	1.1671	-2.2854
SPARC_NRG1|10	SPARC	NRG1|10	8.397	1.2189	-2.2324
SPP1|A_NRG1|10	SPP1|A	NRG1|10	8.268	1.2452	-2.4202
THBS1|1_NRG1|10	THBS1|1	NRG1|10	8.274	1.7577	-2.6812
TNC|1_NRG1|10	TNC|1	NRG1|10	8.505	1.6437	-2.7085
VCAM1|1_NRG1|10	VCAM1|1	NRG1|10	8.344	1.4511	-2.3475
VTN_NRG1|10	VTN	NRG1|10	8.422	1.2469	-2.4653
ALCAM|1_NRG1|6	ALCAM|1	NRG1|6	6.549	0.9069	-2.2064
BCAN|1_NRG1|6	BCAN|1	NRG1|6	5.928	0.6507	-2.1825
BGN_NRG1|6	BGN	NRG1|6	6.189	0.6585	-1.9836
CD44|1_NRG1|6	CD44|1	NRG1|6	6.447	0.7059	-2.1031
CDH15_NRG1|6	CDH15	NRG1|6	6.357	0.872	-2.3162
CDH1|1_NRG1|6	CDH1|1	NRG1|6	6.07	0.902	-2.3595
CDH20_NRG1|6	CDH20	NRG1|6	6.422	0.7933	-2.2024
CDH3|1_NRG1|6	CDH3|1	NRG1|6	5.542	0.8393	-2.253
CDH6|1_NRG1|6	CDH6|1	NRG1|6	5.903	0.6673	-2.0121
CDH8_NRG1|6	CDH8	NRG1|6	6.084	0.5912	-2.219
CEACAM6_NRG1|6	CEACAM6	NRG1|6	6.813	0.9408	-2.1
COL1_NRG1|6	COL1	NRG1|6	6.027	0.5054	-2.4048
COL23A1|1_NRG1|6	COL23A1|1	NRG1|6	6.437	0.6138	-2.0993
COL2A1|2_NRG1|6	COL2A1|2	NRG1|6	5.971	0.5932	-2.166
COL3A1|1_NRG1|6	COL3A1|1	NRG1|6	6.432	0.806	-2.2738
COL4_NRG1|6	COL4	NRG1|6	6.039	0.6878	-2.5188
COL5A1_NRG1|6	COL5A1	NRG1|6	5.141	0.2931	-1.6321
DCN|A_NRG1|6	DCN|A	NRG1|6	6.079	0.7211	-2.3603
DSG2_NRG1|6	DSG2	NRG1|6	6.771	0.9717	-2.512
ECM1|1_NRG1|6	ECM1|1	NRG1|6	6.207	0.7617	-2.5001
ELN|3_NRG1|6	ELN|3	NRG1|6	6.595	1.6517	-1.8759
FBN1_NRG1|6	FBN1	NRG1|6	6.166	0.9537	-2.4684
FN1|1_NRG1|6	FN1|1	NRG1|6	6.873	1.2048	-2.6201
GAP43|1_NRG1|6	GAP43|1	NRG1|6	6.22	0.881	-2.0132
HA<500kDa_NRG1|6	HA<500kDa	NRG1|6	6.616	0.824	-2.2323
HA>500kDa_NRG1|6	HA>500kDa	NRG1|6	6.766	0.7561	-2.0886
ICAM1_NRG1|6	ICAM1	NRG1|6	6.84	0.8982	-2.3916
ITGA10B1_NRG1|6	ITGA10B1	NRG1|6	6.394	0.7125	-2.3582
ITGA2B1_NRG1|6	ITGA2B1	NRG1|6	5.822	0.6704	-2.4104
ITGA3B1_NRG1|6	ITGA3B1	NRG1|6	6.054	0.8563	-2.0827
ITGA4B1_NRG1|6	ITGA4B1	NRG1|6	6.81	0.7603	-2.2841
ITGA6B4_NRG1|6	ITGA6B4	NRG1|6	6.094	0.5584	-2.2573
ITGA9B1_NRG1|6	ITGA9B1	NRG1|6	6.843	0.7394	-2.2614
ITGAMB2_NRG1|6	ITGAMB2	NRG1|6	5.863	0.8747	-2.4386
ITGAVB6_NRG1|6	ITGAVB6	NRG1|6	6.806	0.9434	-2.2819
LAMB1_NRG1|6	LAMB1	NRG1|6	6.94	0.9642	-2.3173
LUM_NRG1|6	LUM	NRG1|6	6.027	0.6404	-2.2405
Laminin3B32_NRG1|6	Laminin3B32	NRG1|6	6.682	0.7522	-2.4005
NID1|1_NRG1|6	NID1|1	NRG1|6	7.045	2.2078	-1.8808
OMD_NRG1|6	OMD	NRG1|6	6.021	1.0033	-2.534
PECAM1|Long_NRG1|6	PECAM1|Long	NRG1|6	6.576	0.8564	-2.5743
POSTN|1_NRG1|6	POSTN|1	NRG1|6	6.182	0.6469	-1.9964
SPARC_NRG1|6	SPARC	NRG1|6	5.977	1.0038	-2.1822
SPP1|A_NRG1|6	SPP1|A	NRG1|6	6.56	0.8103	-2.2713
THBS1|1_NRG1|6	THBS1|1	NRG1|6	7.012	1.0203	-2.3176
TNC|1_NRG1|6	TNC|1	NRG1|6	6.37	0.8838	-2.5598
VCAM1|1_NRG1|6	VCAM1|1	NRG1|6	6.5	0.6765	-2.2711
VTN_NRG1|6	VTN	NRG1|6	6.597	0.6246	-2.282
ALCAM|1_PDGFAB	ALCAM|1	PDGFAB	8.699	1.6135	-2.3274
BCAN|1_PDGFAB	BCAN|1	PDGFAB	8.74	1.596	-2.248
BGN_PDGFAB	BGN	PDGFAB	8.641	1.5072	-2.2554
CD44|1_PDGFAB	CD44|1	PDGFAB	8.518	1.6761	-2.3516
CDH15_PDGFAB	CDH15	PDGFAB	8.611	1.4697	-2.5222
CDH1|1_PDGFAB	CDH1|1	PDGFAB	8.543	1.7325	-2.3768
CDH20_PDGFAB	CDH20	PDGFAB	8.745	1.5738	-2.2634
CDH3|1_PDGFAB	CDH3|1	PDGFAB	8.701	1.6725	-2.5995
CDH6|1_PDGFAB	CDH6|1	PDGFAB	8.609	1.6744	-2.432
CDH8_PDGFAB	CDH8	PDGFAB	8.615	1.7045	-2.4478
CEACAM6_PDGFAB	CEACAM6	PDGFAB	8.53	1.5462	-2.4261
COL1_PDGFAB	COL1	PDGFAB	8.748	1.5273	-2.3628
COL23A1|1_PDGFAB	COL23A1|1	PDGFAB	8.721	1.5785	-2.3654
COL2A1|2_PDGFAB	COL2A1|2	PDGFAB	8.744	1.3992	-2.3628
COL3A1|1_PDGFAB	COL3A1|1	PDGFAB	8.85	1.6361	-2.3049
COL4_PDGFAB	COL4	PDGFAB	8.799	1.6452	-2.3815
COL5A1_PDGFAB	COL5A1	PDGFAB	8.881	1.561	-2.2506
DCN|A_PDGFAB	DCN|A	PDGFAB	8.68	1.5514	-2.257
DSG2_PDGFAB	DSG2	PDGFAB	8.595	1.5893	-2.3785
ECM1|1_PDGFAB	ECM1|1	PDGFAB	8.838	1.6273	-2.3667
ELN|3_PDGFAB	ELN|3	PDGFAB	8.375	1.6693	-2.304
FBN1_PDGFAB	FBN1	PDGFAB	8.761	1.4628	-2.5417
FN1|1_PDGFAB	FN1|1	PDGFAB	8.768	1.6695	-2.5244
GAP43|1_PDGFAB	GAP43|1	PDGFAB	8.732	1.3208	-2.4797
HA<500kDa_PDGFAB	HA<500kDa	PDGFAB	8.481	1.7734	-2.4209
HA>500kDa_PDGFAB	HA>500kDa	PDGFAB	8.613	1.6989	-2.4012
ICAM1_PDGFAB	ICAM1	PDGFAB	8.6	1.6106	-2.2934
ITGA10B1_PDGFAB	ITGA10B1	PDGFAB	8.665	1.9382	-2.6086
ITGA2B1_PDGFAB	ITGA2B1	PDGFAB	8.628	1.5536	-2.4162
ITGA3B1_PDGFAB	ITGA3B1	PDGFAB	8.616	1.6064	-2.4353
ITGA4B1_PDGFAB	ITGA4B1	PDGFAB	8.602	1.7142	-2.4483
ITGA6B4_PDGFAB	ITGA6B4	PDGFAB	8.439	1.7284	-2.544
ITGA9B1_PDGFAB	ITGA9B1	PDGFAB	8.648	1.6649	-2.4855
ITGAMB2_PDGFAB	ITGAMB2	PDGFAB	8.838	1.6188	-2.5257
ITGAVB6_PDGFAB	ITGAVB6	PDGFAB	8.646	1.7016	-2.4379
LAMB1_PDGFAB	LAMB1	PDGFAB	8.692	1.5791	-2.3057
LUM_PDGFAB	LUM	PDGFAB	8.793	1.7181	-2.3304
Laminin3B32_PDGFAB	Laminin3B32	PDGFAB	8.553	1.5535	-2.3505
NID1|1_PDGFAB	NID1|1	PDGFAB	8.144	1.6102	-1.89
OMD_PDGFAB	OMD	PDGFAB	8.706	1.9872	-2.6314
PECAM1|Long_PDGFAB	PECAM1|Long	PDGFAB	8.652	1.8373	-2.4657
POSTN|1_PDGFAB	POSTN|1	PDGFAB	8.682	1.5416	-2.1367
SPARC_PDGFAB	SPARC	PDGFAB	8.594	1.5796	-2.437
SPP1|A_PDGFAB	SPP1|A	PDGFAB	8.59	1.6084	-2.325
THBS1|1_PDGFAB	THBS1|1	PDGFAB	8.765	2.084	-2.7198
TNC|1_PDGFAB	TNC|1	PDGFAB	8.729	1.7474	-2.2838
VCAM1|1_PDGFAB	VCAM1|1	PDGFAB	8.692	1.5603	-2.3307
VTN_PDGFAB	VTN	PDGFAB	8.6	1.652	-2.5057
